CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction Score,Card Type,Point Earned
677.0,France,Male,42,5,99580.13,1,1,0,21007.96,0,1,GOLD,627
720.0,France,Female,34,6,110717.4,1,1,1,9398.45,0,1,GOLD,301
780.0,France,Female,37,3,0.0,2,0,0,182156.8,1,4,PLATINUM,991
653.0,Spain,Female,36,3,0.0,2,0,0,110525.6,0,2,PLATINUM,504
674.0,France,Female,28,3,0.0,1,1,0,51536.99,0,5,PLATINUM,409
620.0,Germany,Male,40,5,108197.1,2,1,0,49722.34,0,5,SILVER,951
623.0,France,Male,40,6,0.0,2,1,1,66119.07,0,5,PLATINUM,742
547.0,France,Female,29,6,104450.9,1,1,1,37160.28,0,2,SILVER,546
530.0,France,Male,39,2,0.0,2,1,0,197923.1,0,4,SILVER,296
746.0,France,Female,34,4,0.0,1,0,1,65166.6,0,1,SILVER,416
512.0,France,Female,31,7,0.0,2,0,0,49326.07,0,2,SILVER,538
630.0,France,Male,40,8,0.0,2,1,1,42495.81,0,3,DIAMOND,960
570.0,Spain,Male,21,7,116099.8,1,1,1,148087.6,0,5,DIAMOND,888
605.0,France,Male,39,6,111169.9,1,0,0,9641.4,0,5,SILVER,642
530.0,Spain,Male,37,4,0.0,2,1,1,164844.4,0,2,PLATINUM,885
813.0,Germany,Female,25,5,123616.4,1,0,1,132959.3,0,1,GOLD,562
704.0,Spain,Female,37,9,155619.6,1,1,1,135088.6,0,5,GOLD,788
565.0,Germany,Male,31,2,89558.39,2,1,1,4441.54,0,3,SILVER,772
645.0,Spain,Male,45,4,0.0,1,0,1,174916.9,1,5,PLATINUM,668
526.0,Germany,Female,32,6,131938.9,2,1,1,1795.93,0,4,SILVER,414
778.0,France,Female,33,9,151772.6,2,0,0,180249.9,1,5,DIAMOND,708
488.0,France,Female,22,6,0.0,2,1,1,66393.89,0,4,SILVER,826
519.0,France,Male,39,1,97700.02,1,1,1,30709.03,0,3,SILVER,960
709.0,France,Male,31,6,0.0,2,1,1,71009.84,0,4,PLATINUM,316
642.0,Germany,Female,56,6,103244.9,2,1,0,143049.7,1,4,PLATINUM,918
710.0,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,5,GOLD,916
653.0,France,Female,46,5,0.0,2,1,0,49707.85,0,1,PLATINUM,231
418.0,France,Female,39,2,0.0,2,0,0,9041.71,0,2,DIAMOND,242
670.0,Germany,Female,33,9,84521.48,2,0,1,198017.1,0,4,SILVER,430
723.0,Germany,Female,28,5,91938.31,1,1,0,143481.9,0,1,GOLD,500
549.0,Germany,Male,45,6,124240.9,1,1,1,146372.5,0,4,DIAMOND,385
543.0,France,Female,42,5,0.0,2,0,0,101905.3,0,2,SILVER,266
595.0,Spain,Male,37,2,157085.0,1,1,0,134767.1,0,5,GOLD,974
673.0,Germany,Female,25,3,108244.8,2,1,1,103574.0,0,1,SILVER,284
741.0,France,Female,21,9,0.0,2,0,1,139259.5,0,5,SILVER,781
508.0,Germany,Female,41,5,82161.7,2,1,0,187776.5,0,1,DIAMOND,231
662.0,Germany,Male,59,2,104568.4,1,1,0,8059.44,1,5,DIAMOND,546
752.0,France,Female,36,2,119912.5,1,1,0,124354.9,0,4,PLATINUM,707
809.0,France,Male,36,9,68881.59,2,0,1,109135.1,0,5,DIAMOND,795
575.0,Spain,Male,30,2,0.0,2,1,1,82222.86,0,1,PLATINUM,934
591.0,Spain,Female,40,1,86376.29,1,0,1,136767.2,1,4,SILVER,356
643.0,Spain,Female,45,9,150840.0,2,1,0,155516.4,0,2,GOLD,812
698.0,Germany,Male,55,8,155059.1,2,1,1,144584.3,0,2,GOLD,976
496.0,France,Female,29,4,0.0,2,1,0,164806.9,0,3,DIAMOND,720
597.0,France,Male,44,8,78128.13,2,0,1,109153.0,0,1,PLATINUM,220
603.0,Germany,Male,46,4,98899.76,2,1,1,86190.34,0,3,DIAMOND,801
655.0,Spain,Male,37,1,0.0,1,1,1,106041.0,0,5,GOLD,226
782.0,France,Female,35,4,0.0,1,1,1,119565.3,0,1,PLATINUM,980
581.0,Spain,Male,46,2,79385.21,2,0,0,188492.8,0,1,GOLD,639
553.0,Germany,Male,53,5,127997.8,1,1,0,165378.7,1,2,SILVER,775
658.0,France,Male,44,2,168396.3,1,1,1,14178.73,0,2,SILVER,648
686.0,Germany,Male,43,2,134896.0,1,1,1,97847.05,0,4,PLATINUM,541
539.0,Spain,Male,36,6,0.0,3,1,1,118959.6,0,3,PLATINUM,841
685.0,France,Female,50,6,94238.75,2,1,1,50664.07,1,4,DIAMOND,941
850.0,France,Male,29,1,0.0,2,0,0,152996.9,0,3,GOLD,601
763.0,Spain,Female,39,7,0.0,2,1,0,19458.75,0,2,PLATINUM,311
634.0,Germany,Male,43,3,212696.3,1,1,0,115268.9,0,3,PLATINUM,327
567.0,France,Male,59,3,0.0,2,1,0,25843.7,1,2,SILVER,947
539.0,France,Male,39,3,139153.7,2,1,0,147662.3,0,1,SILVER,520
764.0,France,Male,41,7,0.0,2,0,0,134878.3,0,3,SILVER,784
653.0,France,Female,40,0,0.0,2,1,0,35795.85,0,5,GOLD,823
566.0,Spain,Male,44,5,0.0,2,1,0,66462.79,0,5,PLATINUM,294
714.0,Germany,Male,29,6,92887.13,1,1,1,69578.49,0,2,SILVER,576
548.0,France,Male,29,5,83442.98,1,0,1,177017.4,0,3,GOLD,967
646.0,Germany,Female,36,6,144773.3,2,1,0,53217.3,0,3,SILVER,246
622.0,Germany,Female,52,9,111974.0,1,1,1,162756.3,1,2,GOLD,918
706.0,France,Female,35,8,178032.5,1,0,1,42181.68,0,1,GOLD,285
680.0,France,Male,23,5,140007.2,1,0,1,31714.08,0,3,GOLD,808
698.0,France,Male,37,5,98400.61,2,0,0,25017.28,0,1,PLATINUM,403
581.0,Spain,Female,46,1,0.0,2,1,0,104272.0,0,5,PLATINUM,790
728.0,Germany,Male,45,3,108924.3,2,1,0,84300.4,1,4,PLATINUM,947
707.0,Spain,Female,32,4,132835.6,1,0,0,136877.2,0,2,SILVER,745
761.0,France,Female,26,1,0.0,2,1,1,199409.2,0,5,PLATINUM,497
483.0,Germany,Male,41,1,118334.4,1,0,0,163148.0,1,3,SILVER,985
736.0,Germany,Female,25,9,81732.88,2,1,0,136497.3,0,3,PLATINUM,960
654.0,France,Male,32,9,121455.7,1,1,0,190068.5,1,2,GOLD,295
649.0,Spain,Male,20,5,0.0,2,1,1,58309.54,0,5,PLATINUM,496
649.0,France,Male,46,5,0.0,2,1,1,76946.6,0,5,PLATINUM,765
612.0,France,Female,31,8,117989.8,1,1,1,54129.86,0,4,SILVER,409
657.0,Spain,Male,40,10,0.0,2,1,1,52990.7,0,3,GOLD,724
511.0,France,Female,31,5,137411.3,1,0,1,161855.0,0,3,PLATINUM,644
682.0,France,Male,61,10,73688.2,1,1,1,172141.3,0,2,SILVER,603
748.0,Spain,Male,58,9,122330.7,2,0,1,124429.2,0,1,DIAMOND,641
554.0,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,3,GOLD,356
794.0,Spain,Female,28,5,0.0,2,0,1,86699.98,0,3,DIAMOND,734
807.0,France,Female,47,9,167664.8,1,0,0,125440.1,1,4,SILVER,622
594.0,France,Female,34,7,141525.6,1,0,0,9443.15,0,4,DIAMOND,302
652.0,Spain,Female,33,3,124832.5,1,1,0,195877.1,0,4,GOLD,407
729.0,France,Female,34,9,132121.7,1,0,1,105409.3,0,3,GOLD,654
625.0,France,Male,39,2,0.0,2,1,0,100403.1,0,3,PLATINUM,452
597.0,Germany,Female,60,0,78539.84,1,0,1,48502.88,0,1,DIAMOND,786
657.0,Germany,Female,38,5,123770.5,1,0,0,47019.66,1,1,SILVER,385
633.0,France,Male,43,5,0.0,2,1,1,48249.88,0,5,SILVER,250
663.0,Germany,Male,49,7,116150.7,3,1,1,84358.71,1,5,DIAMOND,670
535.0,France,Male,47,0,160729.1,1,0,1,145986.4,0,5,DIAMOND,284
702.0,France,Female,29,10,88378.6,1,1,0,88550.28,0,3,PLATINUM,596
712.0,France,Male,33,2,182888.1,1,1,0,3061.0,0,1,SILVER,278
607.0,France,Male,31,8,0.0,2,1,1,43196.5,0,2,GOLD,738
476.0,France,Male,37,4,0.0,1,1,1,55775.84,1,1,PLATINUM,649
748.0,Spain,Female,23,8,85600.08,1,0,0,134077.7,0,4,DIAMOND,872
815.0,France,Male,35,4,0.0,2,0,1,198490.3,0,2,DIAMOND,680
602.0,France,Male,32,10,0.0,2,1,1,116052.9,0,3,PLATINUM,592
649.0,Germany,Male,40,4,95001.33,1,0,1,123203.0,0,3,GOLD,993
551.0,Spain,Male,27,2,113873.2,1,1,1,85129.77,1,5,GOLD,522
509.0,France,Male,30,6,0.0,2,1,0,180598.9,0,4,DIAMOND,342
685.0,Spain,Male,40,7,74896.92,1,1,0,198694.2,0,5,PLATINUM,692
536.0,France,Female,22,5,89492.62,1,0,0,42934.43,0,2,DIAMOND,231
711.0,Spain,Male,38,3,128718.8,1,0,0,114793.5,0,4,SILVER,862
761.0,Spain,Male,27,8,0.0,2,1,0,63297.7,0,5,SILVER,494
535.0,France,Female,49,3,0.0,1,0,0,61820.41,1,1,GOLD,269
566.0,Germany,Male,22,7,144954.8,2,1,0,102246.0,0,4,DIAMOND,698
620.0,Spain,Male,21,9,0.0,2,0,0,154882.8,0,4,SILVER,400
837.0,Germany,Male,37,6,94001.61,2,1,0,140723.1,0,2,SILVER,594
685.0,France,Female,40,7,0.0,1,1,0,72852.74,1,4,SILVER,877
638.0,France,Male,24,1,0.0,2,0,1,162597.2,0,1,GOLD,567
614.0,France,Male,46,4,0.0,1,1,0,74379.57,1,5,DIAMOND,445
626.0,France,Female,44,2,0.0,1,0,1,173117.2,1,4,GOLD,307
834.0,Spain,Male,38,8,0.0,2,1,1,66485.26,0,3,GOLD,539
691.0,France,Male,24,6,0.0,2,1,1,92811.2,0,3,GOLD,591
706.0,Spain,Male,38,8,0.0,2,0,1,46635.11,0,3,GOLD,826
633.0,France,Male,37,7,141546.4,1,1,1,124830.1,0,3,GOLD,530
644.0,Germany,Female,32,8,141528.9,1,1,1,167087.3,1,1,GOLD,863
666.0,France,Male,30,7,109805.3,1,0,1,163625.6,0,4,DIAMOND,957
708.0,France,Male,32,10,86614.06,2,1,1,172129.3,0,4,PLATINUM,330
496.0,Germany,Female,59,7,91680.1,2,1,0,163141.2,1,4,GOLD,609
730.0,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,5,SILVER,279
696.0,Spain,Male,40,3,153639.1,1,1,1,138351.7,0,1,DIAMOND,908
701.0,Spain,Female,33,7,123870.1,1,1,0,97794.71,0,1,GOLD,942
604.0,France,Male,30,5,0.0,2,1,0,75786.55,0,1,PLATINUM,468
665.0,France,Male,39,10,46323.57,1,1,0,136812.0,0,2,GOLD,469
639.0,France,Female,60,5,162039.8,1,1,1,84361.72,1,4,SILVER,295
696.0,France,Male,19,1,110928.5,1,1,1,2766.63,0,4,PLATINUM,871
520.0,France,Male,38,5,0.0,2,1,0,163185.8,0,3,SILVER,651
545.0,Germany,Male,53,5,114421.6,1,1,0,180598.3,1,3,PLATINUM,490
634.0,Germany,Female,29,8,130036.2,2,0,1,69849.55,0,3,GOLD,713
750.0,France,Female,26,1,151510.2,2,1,1,19921.72,0,5,PLATINUM,433
530.0,Spain,Female,41,4,0.0,2,0,1,147606.7,0,2,DIAMOND,955
589.0,France,Female,59,2,0.0,2,1,1,126160.2,1,4,SILVER,292
654.0,France,Male,37,6,83568.55,1,1,0,47046.72,0,3,GOLD,752
648.0,France,Female,43,7,139972.2,1,1,0,143668.6,0,5,PLATINUM,586
835.0,Spain,Male,45,3,100212.1,1,1,0,152577.6,0,2,GOLD,398
446.0,France,Female,39,1,90217.07,1,1,0,191350.5,0,3,GOLD,562
694.0,Germany,Male,33,4,124067.3,1,1,1,77906.87,0,5,DIAMOND,769
554.0,Spain,Male,46,4,0.0,2,0,1,57320.92,0,2,GOLD,262
720.0,Germany,Female,57,1,162082.3,4,0,0,27145.73,1,5,SILVER,692
641.0,Germany,Female,51,2,117306.7,4,1,1,26912.72,1,4,DIAMOND,300
813.0,France,Male,32,1,122889.9,1,1,1,26476.18,0,3,DIAMOND,622
480.0,France,Male,40,6,148790.6,1,0,1,79329.7,0,2,SILVER,883
811.0,France,Male,46,9,180226.2,1,1,0,13464.64,1,3,PLATINUM,340
715.0,Germany,Female,32,3,104857.2,2,1,0,114149.8,0,2,PLATINUM,573
620.0,Spain,Male,31,2,166833.9,2,1,1,135171.6,0,1,PLATINUM,312
721.0,France,Male,42,4,102936.7,1,0,0,1187.88,0,2,DIAMOND,791
772.0,Germany,Female,48,6,108736.5,1,1,0,184564.7,1,4,GOLD,811
680.0,Germany,Male,44,0,129974.8,2,1,1,33391.38,0,5,PLATINUM,741
535.0,France,Male,38,8,85982.07,1,1,0,9238.35,0,3,DIAMOND,774
655.0,France,Female,20,7,134397.6,1,0,0,28029.54,0,4,GOLD,516
762.0,Germany,Male,56,10,100260.9,3,1,1,77142.42,1,1,DIAMOND,721
662.0,Germany,Male,39,5,139822.1,2,1,1,146219.9,0,2,PLATINUM,337
463.0,Germany,Female,41,8,123151.5,2,1,0,70127.93,0,5,SILVER,523
501.0,Germany,Male,27,4,95331.83,2,1,0,132104.8,0,1,DIAMOND,301
603.0,Spain,Female,42,6,0.0,1,1,1,90437.87,0,4,DIAMOND,842
688.0,Spain,Male,37,7,138162.4,2,1,1,113926.3,0,2,GOLD,612
430.0,France,Male,38,9,0.0,2,1,1,12050.77,0,5,SILVER,573
632.0,Germany,Male,48,6,126066.3,1,1,0,64345.61,1,3,PLATINUM,517
601.0,Spain,Female,42,4,96763.89,1,1,1,199242.7,0,2,PLATINUM,235
769.0,France,Female,38,2,0.0,2,0,0,75578.67,0,5,SILVER,829
551.0,France,Male,42,2,139561.5,1,1,0,43435.43,1,5,GOLD,528
841.0,France,Female,52,5,0.0,1,0,0,183239.7,1,5,GOLD,783
469.0,Spain,Female,31,6,0.0,1,1,0,146213.8,1,3,DIAMOND,219
479.0,Spain,Male,27,2,172463.5,1,1,1,40315.27,0,3,DIAMOND,704
701.0,France,Male,37,8,107798.9,1,1,0,16966.73,0,1,SILVER,228
593.0,France,Male,36,2,70181.48,2,1,0,80608.12,0,3,PLATINUM,273
738.0,Spain,Male,38,5,177997.1,1,0,1,19233.41,0,5,PLATINUM,799
635.0,Spain,Male,31,1,0.0,2,1,0,135382.2,0,5,PLATINUM,510
658.0,France,Male,32,8,0.0,1,1,1,80410.68,0,1,GOLD,867
687.0,Spain,Female,36,5,0.0,1,1,0,17696.22,0,4,SILVER,630
650.0,France,Male,37,9,0.0,2,1,0,17974.08,0,2,SILVER,994
720.0,Spain,Male,21,2,123200.8,1,1,1,180712.3,0,2,PLATINUM,291
618.0,Spain,Male,33,4,0.0,2,1,1,77550.18,0,1,SILVER,273
803.0,Germany,Male,41,9,137742.9,2,1,1,166957.8,0,5,SILVER,567
616.0,Germany,Male,41,10,113220.2,2,1,1,114072.9,0,3,SILVER,596
550.0,Spain,Male,51,5,0.0,2,1,0,153917.4,0,2,SILVER,977
602.0,France,Female,56,3,115895.2,3,1,0,4176.17,1,4,PLATINUM,848
452.0,France,Female,60,6,121730.5,1,1,1,142963.3,0,3,SILVER,449
655.0,Spain,Female,28,3,113811.9,2,0,1,76844.23,0,5,PLATINUM,890
510.0,France,Female,26,6,136214.1,1,0,0,159742.3,0,2,PLATINUM,853
557.0,France,Male,39,8,146200.0,1,1,0,177944.6,0,2,GOLD,779
676.0,France,Male,37,10,106242.7,1,1,1,166678.3,0,5,GOLD,560
640.0,France,Female,29,4,0.0,2,1,0,44904.26,0,3,GOLD,758
529.0,Spain,Male,31,6,0.0,1,1,0,10625.91,0,4,DIAMOND,491
559.0,France,Male,45,8,24043.45,1,0,1,169781.5,1,5,DIAMOND,851
689.0,France,Female,58,5,0.0,2,0,1,49848.86,0,3,SILVER,478
626.0,Germany,Male,39,10,132287.9,3,1,1,51467.92,1,5,PLATINUM,880
697.0,Spain,Male,30,1,0.0,2,0,0,735.79,0,5,SILVER,470
823.0,France,Female,44,1,0.0,2,0,1,182495.7,0,2,SILVER,639
565.0,Germany,Female,32,4,90322.99,2,0,1,118740.4,0,1,DIAMOND,416
631.0,Spain,Male,23,3,0.0,2,1,0,13813.24,0,4,GOLD,234
646.0,France,Female,34,3,131283.1,1,0,0,130500.7,0,3,SILVER,328
676.0,Spain,Male,48,1,131659.6,2,0,1,14152.15,0,5,DIAMOND,438
850.0,Spain,Female,54,4,120952.7,1,1,0,66963.15,0,5,SILVER,396
810.0,France,Female,38,9,153166.2,1,1,1,93261.69,0,2,DIAMOND,474
581.0,Spain,Male,30,0,53291.86,1,0,0,196582.3,0,1,PLATINUM,314
718.0,France,Female,35,2,167925.0,1,1,0,43024.64,0,2,SILVER,317
713.0,France,Male,43,5,86394.14,1,1,1,130001.1,0,3,SILVER,663
672.0,France,Female,50,1,0.0,1,1,0,12106.82,1,5,GOLD,247
781.0,Spain,Male,33,3,0.0,2,1,1,42556.33,0,2,GOLD,989
656.0,Spain,Male,47,1,0.0,2,1,1,197961.9,0,5,SILVER,402
583.0,France,Female,31,4,158978.8,1,1,0,12538.92,0,4,DIAMOND,862
808.0,Germany,Female,37,2,100431.8,1,1,0,35140.49,1,2,DIAMOND,424
721.0,Spain,Male,33,5,0.0,2,0,1,117626.9,0,1,SILVER,300
778.0,Germany,Female,29,6,150359.0,1,1,0,62454.01,1,4,DIAMOND,371
850.0,Spain,Female,45,4,114347.9,2,1,1,109089.0,0,4,SILVER,744
693.0,France,Female,39,4,0.0,2,0,1,142331.4,0,1,PLATINUM,550
520.0,France,Male,34,4,134007.9,1,1,1,193209.1,0,5,PLATINUM,523
759.0,Germany,Male,31,4,98899.91,1,1,1,47832.82,0,1,DIAMOND,352
637.0,France,Male,60,3,0.0,2,1,1,70174.03,0,3,PLATINUM,230
755.0,Germany,Male,40,2,137430.8,2,0,0,176768.6,0,1,SILVER,399
662.0,France,Female,47,6,0.0,2,1,1,129392.8,0,4,GOLD,629
503.0,France,Female,37,8,0.0,2,1,1,97893.32,0,1,DIAMOND,564
599.0,Germany,Male,39,2,188976.9,2,0,1,176142.1,0,3,SILVER,729
583.0,Spain,Female,40,4,0.0,2,1,0,114093.7,0,2,DIAMOND,423
764.0,Spain,Female,48,1,75990.97,1,1,0,158323.8,1,2,DIAMOND,298
513.0,France,Male,29,10,0.0,2,0,1,25514.77,0,5,GOLD,536
730.0,Spain,Male,62,5,112181.1,1,0,1,61513.87,0,4,DIAMOND,916
820.0,Spain,Male,34,10,97208.46,1,1,1,59553.34,0,2,GOLD,827
597.0,Spain,Female,26,7,0.0,2,1,0,110253.2,0,4,SILVER,235
637.0,France,Male,32,5,0.0,1,0,0,148769.1,0,2,GOLD,491
696.0,France,Male,34,9,150856.8,1,0,1,8236.78,0,3,GOLD,572
635.0,Germany,Female,37,9,146748.1,1,0,1,11407.58,0,1,SILVER,219
673.0,Spain,Female,57,4,0.0,2,1,1,49684.09,0,1,SILVER,428
662.0,Spain,Male,33,3,0.0,2,0,1,68064.83,0,2,GOLD,603
683.0,Spain,Male,41,0,148863.2,1,1,1,163911.3,0,2,GOLD,295
850.0,France,Male,55,6,0.0,1,1,0,944.41,1,1,DIAMOND,583
815.0,Spain,Male,28,6,0.0,2,0,1,185547.7,0,2,SILVER,276
671.0,Spain,Male,34,10,153360.0,1,1,0,140509.9,0,4,SILVER,761
601.0,France,Female,40,3,92055.36,1,0,1,164652.0,1,5,GOLD,543
709.0,Germany,Female,39,9,124723.9,1,1,0,73641.86,0,2,SILVER,526
702.0,Germany,Male,28,1,103033.8,1,1,1,40321.87,0,2,PLATINUM,894
558.0,France,Male,40,6,0.0,2,1,0,173844.9,0,2,PLATINUM,271
691.0,Spain,Male,40,1,0.0,2,1,1,145613.2,0,2,DIAMOND,878
700.0,France,Female,30,9,0.0,1,1,1,174971.6,0,4,DIAMOND,894
667.0,France,Male,33,4,0.0,2,1,1,131834.8,0,5,DIAMOND,835
624.0,Germany,Male,54,3,116726.2,1,1,0,110498.1,1,5,PLATINUM,710
580.0,France,Female,23,5,113923.8,2,0,0,196241.4,0,4,PLATINUM,590
571.0,Spain,Female,31,3,0.0,2,1,1,194667.9,0,2,PLATINUM,492
561.0,France,Male,37,5,0.0,2,1,0,83093.25,0,5,PLATINUM,650
529.0,France,Male,28,9,0.0,2,1,1,52545.24,0,2,GOLD,572
670.0,France,Male,36,7,0.0,2,0,0,59571.5,0,2,DIAMOND,871
666.0,Germany,Female,21,1,121827.4,2,1,1,99818.31,0,2,DIAMOND,516
628.0,Spain,Male,42,7,0.0,2,0,1,172967.9,0,2,SILVER,283
577.0,France,Male,60,10,125389.7,2,1,1,178616.7,0,2,GOLD,309
652.0,Spain,Female,38,1,103895.3,1,0,1,159649.4,0,3,SILVER,607
678.0,France,Male,26,5,111128.0,1,1,0,60941.27,1,5,SILVER,292
692.0,Spain,Female,49,9,0.0,2,1,0,178342.6,0,1,PLATINUM,373
675.0,Spain,Male,32,10,0.0,2,1,0,191545.7,0,3,GOLD,610
712.0,Spain,Male,52,9,0.0,1,1,1,117977.5,1,1,GOLD,294
639.0,Germany,Female,37,5,151242.5,1,0,1,49637.65,0,3,GOLD,776
618.0,France,Male,48,7,0.0,1,1,0,13921.82,1,3,PLATINUM,777
554.0,France,Male,39,2,129709.6,1,1,0,173197.1,0,1,PLATINUM,313
533.0,France,Male,47,9,83347.25,1,1,1,137696.3,0,5,PLATINUM,418
540.0,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,3,SILVER,939
704.0,Spain,Male,33,3,0.0,2,1,0,73018.74,0,4,GOLD,697
678.0,France,Male,43,5,102338.2,1,1,1,79649.62,0,3,PLATINUM,859
712.0,France,Female,29,3,87375.78,2,0,0,166194.5,0,2,SILVER,584
651.0,France,Male,44,2,0.0,3,1,0,102530.4,1,2,GOLD,992
789.0,Germany,Male,51,3,104677.1,1,1,0,74265.38,0,1,DIAMOND,759
775.0,Germany,Male,32,8,121669.2,1,0,1,125898.4,0,3,SILVER,541
564.0,Germany,Male,40,7,108407.3,1,1,1,83681.2,0,1,SILVER,370
841.0,Germany,Female,33,7,154969.8,2,1,1,99505.75,0,3,PLATINUM,907
850.0,Spain,Male,39,0,141829.7,1,1,1,92748.16,0,3,DIAMOND,520
500.0,France,Male,45,2,109162.8,1,1,1,126145.1,0,5,PLATINUM,277
655.0,France,Male,44,8,87471.63,1,0,1,188594.0,0,4,SILVER,712
666.0,France,Female,33,2,147229.7,1,1,1,56410.17,0,3,SILVER,509
658.0,France,Female,24,2,0.0,2,1,1,84694.49,0,3,PLATINUM,698
654.0,France,Male,32,6,0.0,2,1,1,137898.6,0,5,SILVER,311
623.0,France,Female,39,1,160903.2,1,0,0,78774.36,0,5,PLATINUM,633
761.0,France,Female,33,6,138053.8,2,1,0,148779.4,0,1,PLATINUM,985
627.0,France,Male,44,6,153548.1,1,0,0,35300.08,1,2,DIAMOND,740
757.0,Germany,Male,31,8,149085.9,2,1,1,197077.4,0,2,SILVER,376
695.0,Germany,Female,53,8,95231.91,1,0,0,70140.8,1,4,SILVER,402
726.0,France,Male,34,3,0.0,2,1,0,196288.5,0,3,PLATINUM,544
587.0,Spain,Male,41,8,85109.21,1,1,0,1557.82,0,4,GOLD,318
605.0,Germany,Female,43,8,125338.8,2,1,0,23970.13,0,2,SILVER,998
850.0,Spain,Male,62,5,0.0,2,1,1,180243.6,0,5,GOLD,324
850.0,France,Female,38,0,106831.7,1,0,1,148977.7,0,1,SILVER,658
751.0,France,Male,29,3,159597.5,1,1,0,39934.41,0,5,PLATINUM,791
627.0,Germany,Female,37,7,147361.6,1,1,1,133032.0,0,1,DIAMOND,916
736.0,France,Male,43,4,176134.5,1,1,1,52856.88,0,2,GOLD,266
627.0,France,Female,35,7,0.0,2,0,1,193022.4,0,1,GOLD,978
636.0,France,Male,34,1,84055.43,1,0,0,37490.84,0,2,DIAMOND,934
775.0,France,Male,60,7,0.0,2,1,1,111558.7,0,1,SILVER,830
850.0,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,1,GOLD,240
850.0,Spain,Male,34,8,199229.1,1,0,0,68106.29,0,3,SILVER,850
516.0,France,Male,37,8,0.0,1,1,0,101834.6,0,3,PLATINUM,703
513.0,Spain,Female,42,10,0.0,2,0,1,73151.25,0,5,DIAMOND,809
564.0,France,Female,27,6,0.0,1,0,0,7819.76,0,5,PLATINUM,602
636.0,France,Female,35,2,0.0,2,1,1,23129.46,0,5,DIAMOND,798
712.0,France,Male,29,3,102540.6,1,1,1,189680.8,0,1,PLATINUM,415
568.0,France,Male,51,4,0.0,3,1,1,66586.56,0,2,SILVER,573
741.0,Spain,Male,43,0,0.0,2,1,1,2920.63,1,1,SILVER,242
754.0,Germany,Female,39,8,129401.9,1,1,1,87684.93,0,2,GOLD,591
709.0,France,Female,32,7,0.0,2,1,1,199418.0,0,5,GOLD,529
510.0,France,Female,32,1,0.0,2,0,1,28515.17,0,4,SILVER,523
716.0,Spain,Male,33,2,0.0,2,1,1,92916.53,0,1,PLATINUM,531
607.0,Germany,Male,36,10,106702.9,2,0,0,198313.7,0,1,SILVER,519
656.0,Spain,Male,26,4,139584.6,1,1,0,36308.93,0,4,SILVER,641
550.0,Germany,Male,52,5,121016.2,1,1,1,41730.37,1,3,DIAMOND,592
486.0,France,Male,26,2,0.0,2,1,1,31399.4,0,4,PLATINUM,551
598.0,Germany,Male,59,8,118210.4,2,0,0,60192.14,1,4,DIAMOND,622
675.0,Spain,Male,35,8,0.0,2,1,0,29062.25,0,2,PLATINUM,329
755.0,France,Female,29,4,148654.8,2,1,1,28805.09,0,1,GOLD,519
656.0,Spain,Male,32,5,136963.1,1,1,0,133814.3,0,1,GOLD,995
644.0,Germany,Male,47,9,137774.1,2,1,0,151902.8,0,5,SILVER,499
598.0,France,Female,32,4,111156.5,1,1,1,167376.3,0,1,SILVER,219
850.0,Spain,Female,31,3,121237.7,1,1,1,31022.56,0,3,PLATINUM,610
679.0,France,Male,36,1,97234.58,1,1,0,188997.1,0,1,DIAMOND,597
632.0,France,Male,60,2,0.0,2,0,1,2085.32,0,4,SILVER,350
550.0,Spain,Male,45,0,0.0,2,0,1,70399.71,0,1,SILVER,733
572.0,Germany,Female,54,9,97382.53,1,1,1,195772.0,0,3,GOLD,316
626.0,Germany,Female,47,2,103108.8,1,0,1,166475.4,1,3,GOLD,279
625.0,Spain,Female,57,7,0.0,1,0,0,84106.17,1,1,SILVER,674
515.0,France,Female,58,2,131852.8,1,1,0,81436.68,1,1,SILVER,929
612.0,Spain,Male,35,1,0.0,1,1,1,83256.26,1,1,SILVER,298
628.0,Spain,Female,39,8,107553.3,1,1,0,117523.4,0,4,DIAMOND,256
529.0,Spain,Female,43,5,0.0,2,0,0,79476.63,0,4,GOLD,400
668.0,Germany,Female,46,7,161806.1,1,1,1,173052.2,0,4,GOLD,794
526.0,France,Male,30,9,0.0,2,0,0,100995.7,0,1,PLATINUM,518
791.0,France,Female,52,7,0.0,1,1,1,122782.5,0,2,DIAMOND,450
573.0,France,Male,27,2,128243.0,1,1,1,11631.34,0,2,DIAMOND,383
565.0,France,Female,38,5,126645.1,1,1,1,168303.6,0,1,DIAMOND,366
604.0,France,Female,47,8,62094.71,3,0,0,9308.1,1,5,PLATINUM,430
656.0,France,Male,37,7,112291.3,1,1,0,153158.0,0,5,SILVER,722
447.0,France,Female,44,5,89188.83,1,1,1,75408.24,0,1,PLATINUM,909
682.0,France,Male,55,9,0.0,1,1,0,153356.8,1,5,DIAMOND,294
